type,action,index_source,consommable,marque,reference,code_nacres,ancien_prix_conditionnement,ancien_prix_ht_ijm,code_ijm,score_match
solide,catalogue_ijm_ligne_separee,,RALLONGE ELECTRIQUE 10m,,B152,BD21,,18.51,B152,
solide,catalogue_ijm_ligne_separee,,BOITIER MULTIPRISES 3 Prises 4m,,B154,BD21,,7.17,B154,
solide,catalogue_ijm_ligne_separee,,PILES LR61 9 volts,,B157A,TB12,,3.1,B157A,
solide,catalogue_ijm_ligne_separee,,PILES 9V/HR22 RECHARGEABLE EXTREME 175 mAh,,B157R,TB12,,14.63,B157R,
solide,catalogue_ijm_ligne_separee,,"PILES LR3/AAA 1,5 volt",,B158,TB12,,4.31,B158,
solide,catalogue_ijm_ligne_separee,,PILES HR3/AAA RECHARGEABLES EXTREME 800 mAh,,B158R,TB12,,7.55,B158R,
solide,catalogue_ijm_ligne_separee,,"PILES LR6/AA 1,5 volt",,B159A,TB12,,4.31,B159A,
solide,catalogue_ijm_ligne_separee,,PILES HR6/AA RECHARGEABLES EXTREME 2300 mAh,,B159R,TB12,,7.55,B159R,
solide,catalogue_ijm_ligne_separee,,"PILES LR14/C 1,5 volt",EVEREADY GOLD,B161,TB12,,1.5,B161,
solide,catalogue_ijm_ligne_separee,,"PILES LR20/D 1,5 volt",EVEREADY GOLD,B162,TB12,,2.17,B162,
solide,catalogue_ijm_ligne_separee,,"PILES LR44/A76 1,5volts (Pour Minuteur/Décompteur)",,B163A,TB12,,1.46,B163A,
solide,catalogue_ijm_ligne_separee,,PILES LITHIUM CR2032,,B164,TB12,,0.47,B164,
solide,catalogue_ijm_ligne_separee,,PINCE à DESSIN 41mm,,B165,AB01,,0.09,B165,
solide,catalogue_ijm_ligne_separee,,PINCE à DESSIN 51mm,,B166,AB01,,0.3,B166,
solide,catalogue_ijm_ligne_separee,,PORTE-CLEF ETIQUETTE,,B178,AB01,,0.05,B178,
solide,catalogue_ijm_ligne_separee,,PUNAISES (Bte de 100),,B1811,AB01,,0.45,B1811,
solide,catalogue_ijm_ligne_separee,,PUNAISES MAGNETIQUES ø22mm (x10),,B181,AB01,,0.79,B181,
solide,catalogue_ijm_ligne_separee,,RÈGLE PLATE 30cm,,B182A,AB01,,0.27,B182A,
solide,catalogue_ijm_ligne_separee,,RÈGLE PLATE 40cm,,B184,AB01,,0.33,B184,
solide,catalogue_ijm_ligne_separee,,COUPE PAPIER,,B200,AB01,,0.47,B200,
solide,catalogue_ijm_ligne_separee,,TAILLE CRAYON METAL,,B201,AB01,,0.37,B201,
solide,catalogue_ijm_ligne_separee,,TAILLE CRAYON Avec réservoir,,B202,AB01,,0.6,B202,
solide,catalogue_ijm_ligne_separee,,AGRAFES N° 26/6 (Bte de 1000),,B012,AB01,,0.1,B012,
solide,catalogue_ijm_ligne_separee,,AGRAFES N°10 (Bte de 1000),,B013,AB01,,0.15,B013,
solide,catalogue_ijm_ligne_separee,,PINCE AGRAFEUSE (pour agrafes N°10),,B014,AB01,,5.33,B014,
solide,catalogue_ijm_ligne_separee,,ARRACHE-AGRAFES (Dégrafeur),,B015,AB01,,0.21,B015,
solide,catalogue_ijm_ligne_separee,,ATTACHE-LETTRE (Trombone) 32mm (Bte de100),,B016,AB01,,0.28,B016,
solide,catalogue_ijm_ligne_separee,,ATTACHE-LETTRE GÉANTES 50x60mm (Bte de 50),,B016A,AB01,,1.26,B016A,
liquide,liquide_catalogue_transforme_en_facteur,24,ACETONITRILE,,,NA03 Solvants : acétonitrile et autres nitriles,,11.24,C0026,
liquide,liquide_catalogue_transforme_en_facteur,26,CHLOROFORME,,,"NA04 Solvants chlorés (dichlorométhane, chloroforme…)",,7.96,C023,
liquide,liquide_catalogue_transforme_en_facteur,27,DIETHYLE OXYDE (ETHER),,,NA07 Autres solvants (éthers…),,7.28,C024,
liquide,liquide_catalogue_transforme_en_facteur,28,ETHANOL 95 %,,,"NA05 Solvants : eau et alcools (méthanol, éthanol, propan-2-ol…)",,12.84,C027,
liquide,liquide_catalogue_transforme_en_facteur,29,ETHANOL 70%,,,"NA05 Solvants : eau et alcools (méthanol, éthanol, propan-2-ol…)",,15.14,C027A,
liquide,liquide_catalogue_transforme_en_facteur,30,ETHANOL ABSOLU,,,"NA05 Solvants : eau et alcools (méthanol, éthanol, propan-2-ol…)",,17.11,C028,
liquide,liquide_catalogue_transforme_en_facteur,32,HEXANE,,,"NA06 Solvants : hydrocarbures (pentane, hexane, heptane…)",,9.5,C004,
liquide,liquide_catalogue_transforme_en_facteur,37,PHÉNOL 99% Tris Saturated Tamponné,,,NA52 Réactifs & kits de biologie moléculaire,,24.61,C0432,
liquide,liquide_catalogue_transforme_en_facteur,39,PROPANOL 2 (ISO),,,"NA05 Solvants : eau et alcools (méthanol, éthanol, propan-2-ol…)",,12.47,C052,
liquide,liquide_catalogue_transforme_en_facteur,42,XYLENE,,,"NA06 Solvants : hydrocarbures (pentane, hexane, heptane…)",,6.1,C067,
